UserID,Date,Steps,Calories,Heart Rate,Exercise Session,Exercise Time (in Min)
57,2025-09-13,4099,3049,135,0,0
57,2025-06-22,4516,2413,102,1,57
57,2025-01-25,14641,2405,95,0,0
57,2025-05-19,3983,3446,81,0,0
57,2025-06-26,13892,2077,115,1,53
57,2025-03-15,10589,2214,58,0,0
57,2025-09-29,7918,1916,79,1,50
57,2025-08-05,5823,3281,66,0,0
57,2025-11-26,7661,2385,56,0,0
57,2025-08-08,12547,2210,153,1,49
57,2025-06-08,7744,3118,156,0,0
57,2025-08-24,12435,2313,66,0,0
57,2025-12-01,14739,1981,160,0,0
57,2025-12-17,8926,3271,139,0,0
57,2025-06-16,8793,2779,128,1,27
57,2025-09-12,14590,1855,91,1,52
57,2025-04-27,4450,2079,157,0,0
57,2025-10-25,5520,2465,93,1,21
57,2025-11-28,4414,2933,131,0,0
57,2025-09-27,4865,2217,157,1,49
58,2025-05-15,14591,3137,113,0,0
58,2025-09-15,6704,1954,160,1,46
58,2025-07-07,4927,2607,58,0,0
58,2025-08-31,13848,2818,137,0,0
58,2025-02-05,4520,3135,140,0,0
58,2025-04-14,8168,3378,143,1,23
58,2025-04-20,6079,3355,128,1,46
58,2025-11-04,3990,2669,106,1,22
58,2025-12-18,3223,2507,131,1,71
58,2025-11-16,12784,2612,105,0,0
58,2025-08-10,14726,2080,153,0,0
58,2025-04-01,6574,3213,114,0,0
58,2025-08-25,3479,2809,68,1,86
58,2025-08-07,3145,3400,58,1,28
58,2025-10-07,7494,3143,61,1,45
58,2025-08-01,7090,2173,82,1,47
58,2025-02-14,3501,3436,151,1,63
58,2025-04-06,11757,3393,117,1,56
58,2025-09-10,14400,2909,143,0,0
58,2025-05-03,13208,3133,76,0,0
58,2025-05-29,10669,2486,131,0,0
58,2025-03-07,12466,2809,78,0,0
58,2025-03-01,11595,2465,124,0,0
58,2025-12-09,14237,2565,125,1,55
58,2025-03-19,8833,2447,69,0,0
58,2025-01-14,13161,3375,69,1,23
58,2025-03-26,6518,2436,121,0,0
58,2025-11-14,6853,2677,118,0,0
58,2025-12-15,11975,3254,117,0,0
58,2025-04-15,9494,2952,136,0,0
58,2025-12-30,5381,2292,123,0,0
58,2025-02-12,3533,2328,143,0,0
58,2025-04-25,9737,2322,111,1,86
58,2025-01-21,8098,2646,108,1,86
58,2025-02-17,10057,3311,116,1,32
58,2025-12-11,9437,2272,117,0,0
58,2025-10-31,5134,1879,106,0,0
58,2025-06-06,4730,2736,97,1,41
58,2025-10-14,12422,2705,116,1,24
58,2025-01-18,4996,2332,100,1,20
58,2025-03-25,11402,2011,69,1,52
58,2025-11-13,4302,2557,111,0,0
58,2025-09-27,11913,2030,145,1,47
58,2025-11-05,14518,2576,63,0,0
58,2025-01-26,9784,2903,103,0,0
58,2025-10-12,4670,2428,104,0,0
58,2025-12-17,6248,2568,64,0,0
58,2025-09-28,11460,3044,76,1,22
58,2025-12-27,8453,2499,98,1,68
58,2025-10-24,8744,2328,77,1,84
58,2025-07-14,7043,2577,119,1,49
58,2025-07-31,11189,2725,66,1,23
58,2025-06-04,6250,2394,157,1,60
58,2025-07-04,7600,2492,127,1,72
58,2025-03-22,9946,1858,56,0,0
58,2025-04-07,3113,1976,66,1,37
58,2025-12-08,5493,2816,154,0,0
58,2025-10-21,6613,2870,103,1,54
58,2025-02-25,14255,2057,143,0,0
58,2025-10-22,13676,3288,153,1,46
58,2025-10-30,9399,3433,122,0,0
58,2025-01-19,11766,2552,139,0,0
58,2025-09-20,12517,2465,141,1,22
58,2025-03-20,12592,2196,88,0,0
58,2025-11-20,14733,3038,128,0,0
58,2025-04-22,9658,3198,101,0,0
58,2025-04-09,11906,2032,63,0,0
58,2025-06-14,9747,3445,143,1,22
58,2025-07-20,6941,2363,159,1,54
58,2025-10-15,6093,3326,115,1,24
58,2025-04-16,3255,3215,108,0,0
58,2025-02-18,10979,2968,97,1,35
58,2025-08-15,7995,3461,78,1,52
58,2025-12-07,7670,3055,150,1,74
58,2025-04-30,12438,2474,92,0,0
58,2025-08-09,4385,3319,151,1,65
58,2025-07-24,10129,2067,115,1,41
58,2025-09-08,11200,1815,56,0,0
58,2025-01-28,9797,3320,146,0,0
58,2025-06-03,13622,2715,81,1,59
58,2025-10-28,10552,2987,139,1,60
58,2025-09-05,12585,2177,84,1,35
58,2025-02-13,9705,3257,82,0,0
58,2025-01-06,5659,2665,90,1,31
58,2025-10-27,14253,3199,60,0,0
58,2025-11-27,4482,2711,56,1,33
58,2025-02-28,5055,3198,146,1,63
58,2025-09-17,10347,2629,64,0,0
58,2025-09-03,3670,2354,154,1,56
58,2025-11-26,4472,3231,91,0,0
58,2025-11-25,13248,3245,136,0,0
58,2025-10-25,8134,3261,99,0,0
58,2025-01-16,11877,2213,136,0,0
58,2025-02-27,10919,2146,141,1,65
58,2025-12-12,9641,3148,117,0,0
58,2025-11-02,13805,2226,61,0,0
58,2025-03-23,9792,2467,103,1,78
58,2025-01-12,14648,2767,67,0,0
58,2025-05-08,8597,2860,126,0,0
58,2025-05-20,14940,3292,63,1,24
58,2025-12-31,14061,2868,156,1,29
58,2025-07-08,14821,1804,117,0,0
58,2025-10-17,4900,2653,70,0,0
58,2025-01-15,7926,2621,87,1,68
58,2025-12-13,14674,3130,65,0,0
58,2025-02-09,12544,2833,85,0,0
58,2025-05-12,12446,2736,101,1,42
58,2025-09-01,14984,3371,93,1,47
58,2025-11-12,14987,3465,153,1,43
58,2025-06-26,6951,2817,147,1,57
58,2025-09-19,12167,3181,148,1,78
58,2025-11-10,3077,1915,115,0,0
58,2025-07-03,13363,2101,98,0,0
58,2025-05-07,5827,2484,67,0,0
58,2025-04-27,4417,3337,138,0,0
58,2025-03-30,12021,2134,151,0,0
58,2025-07-12,9654,2789,128,0,0
58,2025-06-30,13068,2637,140,1,72
58,2025-10-05,14927,1839,73,1,66
58,2025-04-02,14778,2216,125,0,0
59,2025-10-20,10841,2553,70,0,0
59,2025-11-28,8613,3250,126,0,0
59,2025-07-04,10900,3356,136,0,0
59,2025-08-24,4013,3274,157,1,46
59,2025-02-02,9544,3281,153,1,46
59,2025-07-29,6180,2078,118,1,49
59,2025-06-07,6556,2328,71,0,0
59,2025-07-26,11729,2526,144,1,40
59,2025-12-09,11513,2272,114,0,0
59,2025-09-29,6589,2818,141,0,0
59,2025-03-10,6051,2490,151,0,0
59,2025-02-25,4671,1872,84,0,0
59,2025-01-01,14754,2765,160,0,0
59,2025-01-08,3113,2912,143,1,38
59,2025-04-07,13731,2225,87,0,0
59,2025-12-16,6349,3321,112,0,0
59,2025-08-30,7376,2204,79,0,0
59,2025-01-05,6221,3198,70,0,0
59,2025-10-31,11738,2375,101,1,30
59,2025-01-11,5095,2537,137,1,90
59,2025-08-17,13255,1825,89,1,48
59,2025-01-24,10207,2006,130,1,34
59,2025-05-06,10823,2662,128,1,89
59,2025-09-07,3271,3136,135,1,57
59,2025-09-24,9054,3245,100,1,58
59,2025-02-01,14926,3215,73,0,0
59,2025-09-28,9023,2802,140,0,0
59,2025-11-20,10595,3071,140,0,0
59,2025-09-20,10128,2392,58,1,46
59,2025-08-02,14686,2097,135,1,45
59,2025-08-11,13611,3033,109,1,46
59,2025-10-24,7310,3286,71,0,0
59,2025-04-26,13414,3444,128,0,0
59,2025-03-26,6620,3035,113,1,86
59,2025-01-19,6566,3187,82,0,0
59,2025-09-13,14360,2562,57,0,0
59,2025-01-18,5703,1993,131,1,73
59,2025-12-31,8659,3434,101,0,0
59,2025-09-21,14156,3202,148,0,0
59,2025-05-01,5093,2479,56,1,75
59,2025-05-20,10117,3308,138,1,24
59,2025-09-16,9607,3123,113,0,0
59,2025-05-19,7876,2812,108,1,31
59,2025-11-01,7879,3497,127,1,51
59,2025-03-21,5331,2945,129,1,31
59,2025-12-01,14972,1801,84,1,43
59,2025-09-09,8085,2100,115,1,41
59,2025-06-05,5501,2011,96,1,71
59,2025-10-04,6965,3186,111,1,46
59,2025-08-14,12384,3185,108,0,0
59,2025-12-26,12774,3036,87,1,56
59,2025-04-01,3118,2211,126,1,61
59,2025-11-11,7685,2649,101,1,67
59,2025-06-27,6250,1952,115,0,0
59,2025-01-31,11413,2804,82,0,0
59,2025-09-01,3877,2106,149,0,0
59,2025-05-27,3257,3156,73,1,46
59,2025-05-18,9228,3175,103,0,0
59,2025-06-24,14188,3321,76,1,69
59,2025-07-22,13761,3427,114,0,0
59,2025-06-12,14793,3242,160,0,0
59,2025-08-15,5785,3294,81,1,84
59,2025-12-21,10405,2348,127,0,0
59,2025-08-07,12804,1933,109,1,20
59,2025-12-15,4573,2988,70,0,0
59,2025-11-02,12882,1821,93,1,70
59,2025-12-29,14796,3289,57,1,46
59,2025-05-22,5527,2646,94,1,77
59,2025-02-15,12136,2969,135,0,0
59,2025-09-19,13886,2760,120,1,66
59,2025-03-24,13323,2372,66,1,75
59,2025-09-15,3954,3411,159,0,0
59,2025-02-22,12821,2205,118,0,0
59,2025-12-11,9796,2399,153,1,33
59,2025-11-19,3237,2384,99,1,51
59,2025-11-26,14727,2356,108,1,58
59,2025-09-02,7176,2811,156,0,0
59,2025-06-29,14283,2278,124,1,90
59,2025-01-02,3933,3324,153,1,36
59,2025-01-21,11211,2972,58,1,69
59,2025-04-10,10155,2506,66,0,0
59,2025-12-25,10249,2910,157,1,77
59,2025-06-20,10250,1985,130,0,0
59,2025-03-09,10291,2360,86,1,65
59,2025-03-18,3711,3041,159,1,85
59,2025-12-06,8225,3067,82,0,0
59,2025-04-06,9472,2123,150,1,27
59,2025-08-12,5454,2290,60,1,55
59,2025-04-02,9443,3442,132,0,0
59,2025-07-23,7345,2255,93,0,0
59,2025-11-29,8870,2314,122,1,62
59,2025-01-30,5896,2029,78,0,0
59,2025-04-21,14239,2528,104,0,0
59,2025-03-06,6852,2833,112,0,0
59,2025-07-19,3083,2867,124,0,0
59,2025-05-11,6433,2476,94,1,57
59,2025-06-26,9254,2674,55,1,27
59,2025-03-29,6472,2776,106,1,76
59,2025-07-10,7525,2741,110,0,0
59,2025-12-13,13765,3318,65,1,30
59,2025-04-25,6051,2163,69,1,25
59,2025-05-04,6895,3288,128,1,60
59,2025-01-06,8753,2928,155,1,84
59,2025-01-17,14648,3237,63,0,0
59,2025-08-25,3694,3413,93,0,0
59,2025-05-13,8142,2867,132,0,0
59,2025-10-13,6520,2243,102,0,0
59,2025-07-15,11909,2651,146,1,20
59,2025-04-27,4645,3468,83,1,60
59,2025-06-21,3005,3369,58,0,0
59,2025-01-23,12603,2493,155,1,44
59,2025-09-30,11497,1823,68,0,0
59,2025-05-12,4123,2177,92,1,79
59,2025-09-25,4551,2909,66,1,27
59,2025-02-07,9304,3331,138,0,0
59,2025-06-15,12793,2404,132,0,0
59,2025-02-08,6107,2621,135,1,24
59,2025-03-11,8836,2488,70,0,0
59,2025-04-30,14007,3464,149,0,0
59,2025-04-13,12443,2643,123,1,30
60,2025-09-14,6557,3423,109,0,0
60,2025-08-10,11501,2050,106,1,33
60,2025-12-05,14289,2940,153,0,0
60,2025-09-10,7147,2322,150,1,25
60,2025-02-09,11865,3236,64,1,33
60,2025-09-05,7205,1878,157,0,0
60,2025-01-04,7475,2670,127,1,53
60,2025-10-02,7595,2959,100,0,0
60,2025-01-06,9618,1823,130,1,84
60,2025-11-25,3569,2647,160,0,0
60,2025-06-09,14342,2735,88,1,70
60,2025-11-09,10081,3016,126,0,0
60,2025-03-17,14210,3066,136,1,25
60,2025-11-02,10980,2328,73,1,30
60,2025-04-15,7997,2093,140,0,0
60,2025-03-25,7757,3070,100,1,76
60,2025-10-13,10062,2166,95,0,0
60,2025-07-07,14050,3358,135,1,78
60,2025-01-09,9655,3341,104,0,0
60,2025-09-09,12839,3451,99,0,0
60,2025-02-21,3735,1996,105,1,83
60,2025-11-04,5277,2874,135,1,35
60,2025-08-05,10690,2401,141,1,86
60,2025-02-12,8245,2992,56,0,0
60,2025-03-20,14245,2593,71,1,69
60,2025-10-30,4389,2047,152,1,69
60,2025-04-23,5246,3374,147,1,75
60,2025-04-17,3129,3372,79,1,86
60,2025-03-13,5088,2353,158,1,90
60,2025-02-08,12740,3092,155,1,81
60,2025-04-10,13657,1894,70,1,67
60,2025-05-24,9200,2122,118,1,57
60,2025-10-23,3734,2123,63,1,83
60,2025-06-30,5164,2222,66,0,0
60,2025-12-16,8280,2103,90,0,0
60,2025-03-11,6327,2496,74,1,69
60,2025-01-22,3554,1801,121,1,86
60,2025-10-16,13146,2432,131,1,28
60,2025-05-16,10415,2168,68,1,27
60,2025-12-22,8562,3382,74,0,0
60,2025-01-27,13255,2537,148,0,0
60,2025-04-20,8414,2207,153,0,0
60,2025-09-02,6087,3272,70,1,67
60,2025-02-07,9778,1834,97,0,0
60,2025-08-30,7721,3159,74,0,0
60,2025-09-11,5448,2059,147,0,0
60,2025-07-05,3108,3038,65,0,0
60,2025-09-25,12480,2354,88,0,0
60,2025-10-12,14887,2023,156,1,29
60,2025-06-28,7604,1863,158,1,85
60,2025-07-17,6644,2343,143,0,0
60,2025-03-21,14156,3100,114,1,89
60,2025-08-18,5476,3211,93,0,0
60,2025-05-11,5434,1997,69,1,87
60,2025-10-04,5412,2267,66,0,0
60,2025-12-25,11062,3075,127,0,0
60,2025-07-18,11228,2023,138,0,0
60,2025-07-24,3698,3446,142,1,39
60,2025-02-24,8091,2133,107,1,79
60,2025-02-04,11508,3381,133,1,47
60,2025-04-03,14129,2480,101,1,77
60,2025-08-01,7624,3389,99,0,0
60,2025-03-09,9832,2236,153,1,84
60,2025-01-17,11563,2891,73,0,0
60,2025-04-28,11093,3487,135,0,0
60,2025-01-31,8153,2436,92,0,0
60,2025-11-05,5101,3109,96,0,0
60,2025-07-09,8356,2039,63,1,87
60,2025-11-18,14133,2940,151,0,0
60,2025-08-08,12069,1851,97,0,0
60,2025-06-12,7088,2315,98,1,49
60,2025-12-12,12077,3307,122,0,0
60,2025-02-17,11368,2766,75,0,0
60,2025-03-28,7292,2703,105,1,75
60,2025-02-26,9220,2575,145,0,0
60,2025-03-02,11720,2063,124,1,58
60,2025-10-11,8258,3247,144,1,30
60,2025-08-09,14844,3162,71,0,0
60,2025-01-25,13252,2767,95,0,0
60,2025-02-02,4183,3200,160,0,0
60,2025-10-05,14743,2598,126,1,44
60,2025-02-11,4683,2560,154,0,0
60,2025-03-04,9490,2062,67,0,0
60,2025-12-06,10876,2405,146,0,0
60,2025-10-28,7209,3418,88,0,0
60,2025-04-24,3062,3101,159,0,0
60,2025-04-11,3249,3449,104,0,0
60,2025-10-27,7544,2386,100,0,0
60,2025-04-04,12680,3414,131,1,59
60,2025-06-16,8775,3249,114,1,54
60,2025-07-02,6354,2237,63,1,32
60,2025-09-18,5006,3199,101,0,0
60,2025-11-16,6720,3476,86,1,77
60,2025-11-26,5697,3074,110,1,23
60,2025-11-13,4511,1851,151,0,0
60,2025-11-29,6375,3421,136,1,48
60,2025-03-19,7824,2417,131,1,66
60,2025-10-07,14656,2911,144,1,90
60,2025-02-28,14746,2646,135,0,0
60,2025-05-26,11694,2872,119,0,0
60,2025-06-24,10801,2848,106,0,0
60,2025-10-15,14641,3456,71,0,0
60,2025-09-16,9002,2972,130,0,0
60,2025-02-23,11177,3043,87,0,0
60,2025-01-11,10476,2695,83,0,0
60,2025-10-26,11045,2390,129,0,0
60,2025-02-25,6451,2239,70,0,0
60,2025-07-27,5742,2181,84,1,53
60,2025-10-14,12121,1883,111,0,0
60,2025-05-28,7748,2722,81,0,0
60,2025-04-02,8115,3298,149,0,0
60,2025-01-08,9493,2937,114,1,78
60,2025-03-30,10726,3280,118,1,20
60,2025-11-24,10520,1836,83,1,69
60,2025-01-23,9735,3361,100,1,21
60,2025-10-29,3061,3176,112,1,37
60,2025-02-06,5655,2925,74,0,0
60,2025-07-13,5965,3412,142,0,0
60,2025-01-13,4981,2989,82,1,88
60,2025-08-04,5703,2784,126,1,76
61,2025-03-10,14134,3461,117,1,34
61,2025-08-07,8952,1856,59,0,0
61,2025-05-14,4228,1967,83,0,0
61,2025-04-21,8477,2430,122,0,0
61,2025-11-03,8043,2379,78,0,0
61,2025-04-16,9761,2314,118,0,0
61,2025-04-12,4222,2335,129,0,0
61,2025-01-06,4425,1805,147,1,32
61,2025-06-03,9299,3391,159,1,78
61,2025-07-04,14534,3040,57,1,31
61,2025-11-26,8613,2785,83,0,0
61,2025-10-28,9249,2730,133,1,79
61,2025-08-09,13916,2273,104,1,43
61,2025-10-19,3599,2996,141,1,35
61,2025-03-27,3738,3440,78,0,0
61,2025-12-06,10505,2171,110,1,48
61,2025-01-19,14053,2155,62,1,85
61,2025-07-25,9339,2962,127,1,40
61,2025-12-14,7373,2543,134,1,33
61,2025-12-04,13888,3341,137,1,66
61,2025-07-23,14174,2709,134,0,0
61,2025-01-17,5571,3373,117,1,20
61,2025-05-20,4942,2036,142,1,59
61,2025-10-06,14105,3066,67,1,83
61,2025-06-30,6368,3080,158,0,0
61,2025-04-29,14962,2647,55,1,85
61,2025-02-18,8575,2632,120,1,28
61,2025-04-04,3572,3348,122,1,80
61,2025-04-14,6284,2510,119,1,81
61,2025-05-10,12685,2400,82,0,0
61,2025-12-01,9729,2360,89,1,26
61,2025-05-16,5756,2583,80,0,0
61,2025-12-26,11028,2610,118,1,64
61,2025-06-24,12740,2606,158,1,62
61,2025-09-24,11490,2710,138,1,69
61,2025-05-22,13142,2331,159,1,76
61,2025-10-24,4282,2514,100,0,0
61,2025-10-15,7506,2707,87,1,24
61,2025-02-16,14745,3107,71,1,23
61,2025-02-27,8972,2294,111,1,41
61,2025-11-27,12838,3125,55,1,87
61,2025-06-08,13012,2615,95,0,0
61,2025-08-10,13513,3077,88,1,23
61,2025-06-29,6883,2703,158,1,55
61,2025-02-20,12076,1866,153,1,87
61,2025-03-20,3119,2567,84,0,0
61,2025-12-29,6255,3293,123,1,71
61,2025-04-03,12508,2186,78,0,0
61,2025-03-02,7057,2633,131,1,58
61,2025-01-15,11599,1887,144,1,23
61,2025-07-19,10777,2253,113,0,0
61,2025-05-01,3907,3444,90,0,0
61,2025-08-28,8763,1802,147,1,47
61,2025-10-13,5894,3460,145,1,23
61,2025-02-15,8148,2011,60,0,0
61,2025-08-31,9678,2539,121,0,0
61,2025-01-10,11732,2725,135,1,46
61,2025-06-07,6311,2396,105,1,55
61,2025-10-14,13612,2674,89,1,75
61,2025-04-26,3611,2307,82,0,0
61,2025-07-12,10957,2202,160,1,53
61,2025-12-02,4826,2487,131,0,0
61,2025-09-28,3879,3251,152,1,28
61,2025-12-05,3874,1981,57,0,0
61,2025-02-12,13293,2801,110,0,0
61,2025-07-30,10912,3446,123,0,0
61,2025-06-23,14174,3021,96,0,0
61,2025-11-25,9418,2412,121,1,79
61,2025-11-18,10795,2958,136,1,45
61,2025-07-05,11492,2202,85,0,0
61,2025-10-10,9997,1978,88,1,47
61,2025-07-10,8266,2715,138,1,54
61,2025-05-13,14564,2768,122,0,0
61,2025-12-17,8593,1846,158,1,43
61,2025-02-07,9715,1864,78,1,23
61,2025-05-07,14898,2626,122,1,62
61,2025-09-13,10089,3348,115,0,0
61,2025-12-25,10878,1974,136,0,0
61,2025-02-23,5620,3028,78,0,0
61,2025-04-17,14776,2617,67,0,0
61,2025-07-29,12338,2024,71,0,0
61,2025-04-10,11060,2745,87,1,86
61,2025-07-21,7875,3176,68,0,0
61,2025-06-22,7070,2820,107,1,21
61,2025-09-12,8479,3220,119,0,0
61,2025-04-01,11016,2985,63,0,0
61,2025-09-08,13288,3443,151,1,66
61,2025-07-24,4951,1861,159,1,54
61,2025-08-25,3668,2815,59,1,87
61,2025-12-30,6358,3359,123,1,76
61,2025-11-21,11698,3296,89,0,0
61,2025-09-10,3174,2266,87,1,79
61,2025-09-01,6490,2686,97,1,20
61,2025-09-07,7768,2337,134,0,0
61,2025-07-07,10851,2178,120,0,0
61,2025-04-18,13065,1820,79,0,0
61,2025-12-22,10400,2934,159,0,0
61,2025-08-06,13866,3409,104,1,51
61,2025-02-06,4355,2676,118,1,84
61,2025-11-08,7374,2334,89,0,0
61,2025-11-20,12024,2950,139,1,47
61,2025-11-07,3392,2209,78,0,0
61,2025-09-06,10555,3082,102,1,20
61,2025-05-12,14685,3489,98,0,0
61,2025-10-18,9935,3068,134,0,0
61,2025-06-27,5034,3322,101,0,0
61,2025-04-23,6386,3129,59,0,0
61,2025-01-13,12945,3024,139,1,68
61,2025-06-02,6208,2248,57,0,0
61,2025-04-02,7028,2533,106,1,53
61,2025-12-28,3052,2301,58,1,35
61,2025-10-22,8787,2363,158,0,0
61,2025-05-06,5949,3198,114,0,0
61,2025-10-03,5676,1852,70,0,0
61,2025-02-03,13288,3047,100,0,0
61,2025-02-19,4530,2943,96,0,0
61,2025-02-21,3360,2398,71,0,0
61,2025-06-05,4284,3160,123,0,0
61,2025-09-05,14465,1879,152,1,86
61,2025-01-04,5069,3454,62,1,87
62,2025-03-05,5947,2557,91,0,0
62,2025-12-21,5067,2244,120,1,38
62,2025-01-17,7726,3308,130,0,0
62,2025-10-18,10905,3020,115,0,0
62,2025-05-02,3278,2810,62,1,62
62,2025-01-29,8966,3028,91,1,73
62,2025-06-27,10566,2343,147,0,0
62,2025-06-02,10149,2673,71,0,0
62,2025-09-29,14104,2954,98,1,82
62,2025-05-28,4923,2115,97,1,48
62,2025-08-18,8628,1861,76,1,75
62,2025-04-22,10319,2339,134,0,0
62,2025-09-22,9153,2416,70,0,0
62,2025-07-03,5507,2805,73,1,70
62,2025-08-16,8905,2204,158,0,0
62,2025-09-06,7637,3473,102,0,0
62,2025-11-04,14361,3085,80,1,33
62,2025-08-17,11133,3104,159,0,0
62,2025-04-15,3915,2494,91,1,63
62,2025-10-28,12104,2292,156,1,65
62,2025-09-27,8826,3074,98,1,75
62,2025-03-18,6069,2051,109,0,0
62,2025-05-19,6334,2563,156,1,73
62,2025-06-18,9795,2842,61,1,20
62,2025-11-23,7940,3445,150,0,0
62,2025-06-17,3491,2829,108,0,0
62,2025-12-27,7812,2211,65,1,31
62,2025-12-11,9071,2475,142,1,61
62,2025-02-23,5599,1991,135,1,49
62,2025-07-11,6654,2600,126,1,25
62,2025-02-13,13093,3196,86,0,0
62,2025-10-02,13948,3192,108,0,0
62,2025-03-22,11577,2979,121,1,23
62,2025-12-16,4441,1868,102,1,90
62,2025-03-16,6226,3023,65,0,0
62,2025-04-07,4769,2556,81,0,0
62,2025-09-21,3716,2131,106,1,26
62,2025-03-12,3540,3051,145,0,0
62,2025-08-12,14238,3188,148,0,0
62,2025-05-21,14593,2244,128,1,51
62,2025-03-09,11188,3003,60,0,0
62,2025-12-12,3039,3163,140,0,0
62,2025-07-01,11902,2947,136,1,86
62,2025-02-20,5778,3141,63,0,0
62,2025-09-16,11654,2408,91,1,86
62,2025-06-25,4627,3341,151,1,77
62,2025-04-05,10082,2627,86,1,37
62,2025-07-05,3129,2913,84,1,85
62,2025-07-06,14458,1989,78,1,43
62,2025-08-28,9631,2690,92,1,55
62,2025-08-03,5439,3290,159,1,59
62,2025-09-28,7502,1861,87,1,44
62,2025-12-04,14210,3366,76,1,75
62,2025-02-10,9659,2290,111,1,86
62,2025-06-22,4522,3198,143,1,76
62,2025-06-23,7953,2358,133,0,0
62,2025-10-30,8097,2594,122,1,31
62,2025-01-22,8012,2326,104,0,0
62,2025-05-05,12323,3062,145,1,51
62,2025-01-28,4504,3459,96,1,75
62,2025-09-20,9608,2436,138,0,0
62,2025-12-31,6211,3059,90,0,0
62,2025-10-22,5500,3083,103,0,0
62,2025-08-05,12101,2957,158,1,54
62,2025-12-08,12652,2595,104,1,86
62,2025-06-05,4046,2049,139,0,0
62,2025-05-15,5279,2980,155,0,0
62,2025-09-14,6981,3161,153,0,0
62,2025-08-21,7362,2585,126,1,37
62,2025-07-18,6043,1907,83,1,46
62,2025-02-22,6774,2795,145,1,26
62,2025-11-06,9337,3183,146,0,0
62,2025-01-08,6338,2854,107,1,58
62,2025-05-31,14580,2866,96,1,84
62,2025-11-01,7007,1905,88,1,61
62,2025-10-11,12570,2588,142,1,77
62,2025-05-25,13855,2617,138,1,78
62,2025-02-28,11231,2589,126,0,0
62,2025-06-16,3886,2522,98,0,0
62,2025-01-16,5158,2610,136,1,74
62,2025-09-19,7278,3108,87,1,47
62,2025-03-11,9786,2259,76,1,24
62,2025-05-11,9023,2641,68,1,75
62,2025-12-22,8818,2195,87,1,42
62,2025-07-28,3693,1925,92,0,0
62,2025-05-29,4438,3202,120,1,76
62,2025-12-15,7096,2733,146,0,0
62,2025-12-05,9040,2081,61,0,0
62,2025-06-20,8337,1969,135,0,0
62,2025-01-14,12365,2880,99,0,0
62,2025-12-17,8575,2637,102,0,0
62,2025-07-31,6857,2258,95,1,26
62,2025-07-04,11903,1979,135,1,44
62,2025-12-25,6041,2180,145,1,74
62,2025-06-30,9729,3254,81,0,0
62,2025-04-18,11027,3175,130,0,0
62,2025-07-08,7573,2063,81,0,0
62,2025-10-04,11977,1996,55,1,25
62,2025-09-18,11280,3060,64,1,25
62,2025-10-12,3625,2544,74,0,0
62,2025-02-09,12881,1966,122,1,64
62,2025-02-01,10522,3140,154,1,72
62,2025-09-17,8928,3065,131,0,0
62,2025-03-10,8468,2071,115,0,0
62,2025-03-20,14522,2169,99,1,32
62,2025-12-14,4852,3442,92,0,0
62,2025-08-13,8186,2831,160,0,0
62,2025-11-20,3733,2439,55,1,81
62,2025-06-03,14986,3319,147,1,35
62,2025-12-28,6618,1882,109,0,0
62,2025-07-16,3177,3019,151,0,0
62,2025-11-11,5292,2022,106,1,56
62,2025-04-26,8556,3445,80,1,34
62,2025-06-10,7628,2715,85,0,0
62,2025-05-08,3716,2380,86,0,0
62,2025-11-12,12987,2058,111,1,51
62,2025-05-07,4425,2167,107,1,72
62,2025-10-17,8757,2615,60,0,0
62,2025-04-06,6631,2212,106,0,0
62,2025-10-09,9780,2528,98,0,0
63,2025-08-03,7617,2044,106,1,49
63,2025-03-16,10386,2719,59,0,0
63,2025-05-09,4571,3410,114,0,0
63,2025-08-21,7416,2702,62,0,0
63,2025-06-16,6013,2498,145,0,0
63,2025-06-19,12040,3192,158,0,0
63,2025-06-23,6476,3085,159,1,31
63,2025-03-18,10357,3114,124,1,68
63,2025-08-04,11670,2022,113,1,76
63,2025-08-22,9143,1875,100,0,0
63,2025-03-13,11086,3314,85,0,0
63,2025-01-28,3500,3363,144,0,0
63,2025-12-12,3937,3204,99,1,30
63,2025-05-04,9200,3042,153,0,0
63,2025-07-27,7052,3269,138,0,0
63,2025-11-19,10997,3005,82,1,56
63,2025-08-31,13544,2823,58,1,58
63,2025-01-30,3707,2589,99,1,65
63,2025-03-15,5445,3315,97,0,0
63,2025-12-28,9039,2756,57,1,68
63,2025-06-10,9040,1813,128,1,70
63,2025-02-27,5947,1825,115,1,74
63,2025-01-04,5411,3136,147,0,0
63,2025-12-09,10375,2026,129,0,0
63,2025-07-02,9728,1853,152,0,0
63,2025-08-12,13347,3146,104,0,0
63,2025-10-09,4987,2949,110,0,0
63,2025-09-07,4925,1854,132,0,0
63,2025-01-22,10143,1806,130,0,0
63,2025-08-07,12659,2370,128,0,0
63,2025-10-24,12105,1937,138,1,26
63,2025-01-02,3802,2202,72,1,71
63,2025-06-13,13924,2144,122,0,0
63,2025-08-25,8647,3443,140,1,79
63,2025-02-08,11043,2815,155,0,0
63,2025-02-06,4386,2368,140,1,37
63,2025-04-02,14430,2589,119,0,0
63,2025-02-12,4647,2015,127,1,74
63,2025-09-25,13608,3143,153,1,59
63,2025-02-16,10110,1857,117,1,45
63,2025-07-16,13415,2451,131,1,69
63,2025-12-19,14392,3434,127,0,0
63,2025-11-03,12713,3474,76,0,0
63,2025-04-14,3604,2525,159,0,0
